user_id,tenant_id,email,role,created_at,last_login_at
923f4942-c3b7-4f27-9632-01f39277bb8e,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user3@tenant_03.com,editor,2025-01-23 06:00:00,2025-01-04 12:00:00
c8e1b030-88bf-4773-a7e5-0074a8f2b521,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user4@tenant_03.com,editor,2024-12-27 16:00:00,2025-01-08 11:00:00
d5e63758-89f2-4ab9-9dbc-80bbd68d874b,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user5@tenant_03.com,admin,2024-12-16 08:00:00,2025-01-08 08:00:00
4030ecb5-6dd6-4706-8958-8b8eb90f3adc,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user6@tenant_03.com,editor,2025-01-22 11:00:00,2025-01-08 23:00:00
43413237-f6e3-432e-8ea0-f8a5c5e98d2b,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user7@tenant_03.com,viewer,2025-01-07 02:00:00,2025-01-04 03:00:00
d74f2de1-2f42-404e-8c39-d179e1ff87c0,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user8@tenant_03.com,editor,2025-01-14 06:00:00,2025-01-06 06:00:00
21254178-9b6b-4642-8f13-2a3e306c82a3,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user9@tenant_03.com,,2025-01-23 19:00:00,2025-01-01 15:00:00
1aed6c2b-92d0-4ff9-9d2b-d6e5d695ac79,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user10@tenant_03.com,viewer,2024-12-20 21:00:00,2025-01-02 12:00:00
0cfd4f13-efa1-4d8c-af66-3222cb7b4a99,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user11@tenant_03.com,editor,2025-01-14 05:00:00,2025-01-07 20:00:00
27f5ae7a-8d09-4f9b-9867-54ecd9e686e3,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user12@tenant_03.com,viewer,2024-12-20 23:00:00,2025-01-07 14:00:00
28ad5b88-065c-4fe7-8539-ea485000aebc,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user13@tenant_03.com,,2024-12-20 23:00:00,2025-01-03 05:00:00
0650d03f-182d-40f2-b1ac-cb451b6583b1,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user14@tenant_03.com,editor,2024-12-16 04:00:00,2025-01-10 14:00:00
53951727-4020-4e01-b533-aeb47559ced0,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user15@tenant_03.com,editor,2025-01-23 19:00:00,2025-01-08 21:00:00
c4bbde2c-04a1-4494-a573-892d379565b6,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user16@tenant_03.com,viewer,2024-12-24 17:00:00,2025-01-09 04:00:00
3d9cd688-5c8d-4ce5-84e2-33a5988a0a89,b6efa079-4faf-44ea-bf24-7ab0c23305d6,user17@tenant_03.com,admin,2024-12-15 23:00:00,2025-01-11 03:00:00
87e1c007-365a-4aa9-a997-9f8a15effa3f,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user1@tenant_04.com,editor,2025-01-11 06:00:00,2025-01-04 00:00:00
f1a3c321-4167-4a7c-acff-3fce882b4d11,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user2@tenant_04.com,viewer,2024-12-28 09:00:00,2025-01-09 07:00:00
551231f6-139b-4dd4-8724-ff82209ebb0d,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user3@tenant_04.com,viewer,2024-12-31 17:00:00,2025-01-07 04:00:00
0af53d22-5a91-4050-96d3-94151a2d519f,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user4@tenant_04.com,admin,2025-01-06 14:00:00,2025-01-11 18:00:00
9ed0c8c2-57ae-4396-bc05-a31268bc90b9,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user5@tenant_04.com,,2025-01-16 04:00:00,2025-01-09 04:00:00
53fee175-802c-4d57-90ad-99dcc74ea33f,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user6@tenant_04.com,admin,2025-01-12 05:00:00,2025-01-10 00:00:00
b691b2f7-2559-4c1c-99d0-3e094a50e70a,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user7@tenant_04.com,editor,2024-12-26 04:00:00,2025-01-08 19:00:00
1d8414e3-0a3c-4944-851a-6e0e3d731b38,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user8@tenant_04.com,admin,2025-01-19 01:00:00,2025-01-06 21:00:00
7ea0fcf8-178b-4906-b87d-1a701829beae,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user9@tenant_04.com,,2024-12-21 17:00:00,2025-01-01 07:00:00
5ac6db26-09c6-40fd-8a9b-0a997e2f78f9,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user10@tenant_04.com,editor,2025-01-01 01:00:00,2025-01-02 16:00:00
e204b40d-54ce-4790-8c10-b3a4b0af102e,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user11@tenant_04.com,,2025-01-19 00:00:00,2025-01-02 14:00:00
f9dcb1f3-da03-4f1d-a210-ae2cbc4611da,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user12@tenant_04.com,viewer,2025-01-23 16:00:00,2025-01-10 16:00:00
59168cce-cc7a-46be-b3cc-48a16b0c5b8d,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user13@tenant_04.com,editor,2025-01-01 14:00:00,2025-01-09 17:00:00
c64118ce-5838-43d1-b4eb-11741b68688f,62ea82c0-e793-4ddb-bb03-c4633bfa3b77,user14@tenant_04.com,,2025-01-16 07:00:00,2025-01-09 08:00:00
aacecf3e-c2ba-40e0-b305-f01804bbee23,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user1@tenant_05.com,editor,2025-01-12 04:00:00,2025-01-07 03:00:00
d142cc4e-6103-4b34-b877-3ef5c3d52d2e,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user2@tenant_05.com,,2025-01-12 10:00:00,2025-01-02 21:00:00
e0c0f269-d362-497d-bcf5-e1a4b74d4a3d,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user3@tenant_05.com,editor,2025-01-11 02:00:00,2025-01-04 21:00:00
539cbca7-e250-4726-8214-6636d3541588,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user4@tenant_05.com,viewer,2024-12-22 04:00:00,2025-01-11 21:00:00
05cce7d5-ce27-43c3-aa0b-65ef2079c608,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user5@tenant_05.com,viewer,2024-12-24 08:00:00,2025-01-03 14:00:00
b9f1a6b4-afc0-4a8d-b90d-bf49758b7fc9,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user6@tenant_05.com,editor,2024-12-21 12:00:00,2025-01-08 05:00:00
5b03b7bd-9cf4-4520-a3f1-ff98602407fb,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user7@tenant_05.com,editor,2024-12-25 22:00:00,2025-01-07 16:00:00
f51f19d7-a6e2-4238-b768-23180202bfb6,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user8@tenant_05.com,,2025-01-05 13:00:00,2025-01-04 11:00:00
a0ee6086-63be-42bd-bf16-2342f9740b08,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user9@tenant_05.com,viewer,2024-12-20 23:00:00,2025-01-06 00:00:00
6ee37f72-afb8-4628-96e5-4e516fa3d45b,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user10@tenant_05.com,viewer,2025-01-19 14:00:00,2025-01-08 22:00:00
5cd8b777-b38a-4259-8d3f-22ff090863ff,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user11@tenant_05.com,admin,2025-01-08 10:00:00,2025-01-09 19:00:00
757eddae-a6be-4446-857c-998651ae5b82,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user12@tenant_05.com,viewer,2025-01-16 02:00:00,2025-01-02 07:00:00
cccb1507-1b52-4fe6-8f59-b4ceb0bbcd0f,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user13@tenant_05.com,admin,2024-12-20 08:00:00,2025-01-05 01:00:00
3155cbdb-8e99-4d91-9bdc-f4681522e0ba,86bd9a1e-bc2b-469c-8e03-ce9524ec8bcb,user14@tenant_05.com,editor,2025-01-01 04:00:00,2025-01-07 21:00:00
3bdcdf0d-48c3-47ca-91dd-d5c3c326ab35,e4238fe3-b288-4f78-bd2e-70697142f033,user1@tenant_06.com,,2024-12-24 17:00:00,2025-01-09 18:00:00
a03c5192-02f7-4dff-b279-da383bd1a547,e4238fe3-b288-4f78-bd2e-70697142f033,user2@tenant_06.com,,2025-01-04 02:00:00,2025-01-05 01:00:00
cce0154b-966f-4610-9060-3c9658aeb80d,e4238fe3-b288-4f78-bd2e-70697142f033,user3@tenant_06.com,editor,2025-01-11 02:00:00,2025-01-05 00:00:00
cec598cf-b471-487a-b23c-0f7528d2271e,e4238fe3-b288-4f78-bd2e-70697142f033,user4@tenant_06.com,admin,2024-12-31 02:00:00,2025-01-10 07:00:00
ea892dc5-0308-4fd6-9c7d-b5797dffab71,e4238fe3-b288-4f78-bd2e-70697142f033,user5@tenant_06.com,admin,2024-12-31 03:00:00,2025-01-08 00:00:00
98cd19a8-1467-4f2a-9f82-0037fee214a6,e4238fe3-b288-4f78-bd2e-70697142f033,user6@tenant_06.com,viewer,2025-01-19 13:00:00,2025-01-05 19:00:00
fff188b3-1c07-4a13-83e0-8395875fc27b,e4238fe3-b288-4f78-bd2e-70697142f033,user7@tenant_06.com,editor,2024-12-17 16:00:00,2025-01-04 03:00:00
ae2eb6b2-9083-4b43-88b4-61bacdbb7be6,e4238fe3-b288-4f78-bd2e-70697142f033,user8@tenant_06.com,editor,2024-12-31 01:00:00,2025-01-03 06:00:00
0ead2bfe-0bdd-4d4c-b88d-452c98768f08,e4238fe3-b288-4f78-bd2e-70697142f033,user9@tenant_06.com,viewer,2025-01-24 09:00:00,2025-01-09 06:00:00
fbcc1177-14a9-4cc1-b97a-9f82855f60be,e4238fe3-b288-4f78-bd2e-70697142f033,user10@tenant_06.com,viewer,2025-01-12 16:00:00,2025-01-11 05:00:00
b8cfc868-0d32-4442-922f-799069a9bbd9,a4bf98df-4802-4683-adef-867545222e1c,user1@tenant_07.com,viewer,2024-12-16 08:00:00,2025-01-01 00:00:00
c3116cc4-5362-464c-a819-ffdd73442d3c,a4bf98df-4802-4683-adef-867545222e1c,user2@tenant_07.com,admin,2025-01-16 17:00:00,2025-01-04 16:00:00
ade18bba-a7e0-47e7-ad1d-fba618deaf74,a4bf98df-4802-4683-adef-867545222e1c,user3@tenant_07.com,,2024-12-30 14:00:00,2025-01-02 21:00:00
357c68db-a197-45c0-b6b1-4f23c3c08533,a4bf98df-4802-4683-adef-867545222e1c,user4@tenant_07.com,,2025-01-15 17:00:00,2025-01-07 16:00:00
0d31c9b0-8e7b-429b-8d41-8be21a97b7dc,a4bf98df-4802-4683-adef-867545222e1c,user5@tenant_07.com,viewer,2024-12-28 07:00:00,2025-01-06 06:00:00
e8b7d31c-f76d-4ede-8547-c9af8cdb7a17,a4bf98df-4802-4683-adef-867545222e1c,user6@tenant_07.com,editor,2025-01-09 11:00:00,2025-01-01 04:00:00
6cfdf18d-8a41-431d-9eb2-fc2a1615e191,a4bf98df-4802-4683-adef-867545222e1c,user7@tenant_07.com,admin,2024-12-19 20:00:00,2025-01-05 13:00:00
538969a1-6a45-45c4-be07-ddafa8f1e3c4,a4bf98df-4802-4683-adef-867545222e1c,user8@tenant_07.com,editor,2024-12-18 02:00:00,2025-01-11 12:00:00
7d4f0c25-d3b1-49fb-9ac5-6f1785d0ec84,a4bf98df-4802-4683-adef-867545222e1c,user9@tenant_07.com,viewer,2025-01-22 07:00:00,2025-01-05 01:00:00
951bc2bd-7386-4c56-8fcd-7f6cddcc22e3,a4bf98df-4802-4683-adef-867545222e1c,user10@tenant_07.com,,2024-12-26 05:00:00,2025-01-05 14:00:00
691dc2e4-1581-4135-98ac-ec9cf8f81ed9,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user1@tenant_08.com,viewer,2025-01-07 10:00:00,2025-01-09 10:00:00
67bc2177-7c64-4e0d-8526-71b68e9f8462,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user2@tenant_08.com,editor,2024-12-17 09:00:00,2025-01-04 11:00:00
cc42accc-2b1c-4404-a423-99198f95f242,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user3@tenant_08.com,editor,2024-12-15 10:00:00,2025-01-07 02:00:00
7cff0e5d-5185-46de-b613-fa68d635773e,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user4@tenant_08.com,,2025-01-01 16:00:00,2025-01-11 06:00:00
f17c2d61-32a7-4d41-a373-bc014194aaad,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user5@tenant_08.com,editor,2025-01-16 00:00:00,2025-01-02 08:00:00
937f34b3-be7d-4493-8330-ca02dc88094d,039067e7-5997-4d07-9bba-bd6b3a5ca9fd,user6@tenant_08.com,admin,2024-12-24 12:00:00,2025-01-10 01:00:00
90496476-a6ed-4392-ba7d-60dfb4ea47ec,829e3504-c072-4904-a0d6-a007a11d3908,user1@tenant_09.com,admin,2025-01-03 09:00:00,2025-01-11 07:00:00
ed4795aa-c432-4986-b61b-3a83c65f7ab5,829e3504-c072-4904-a0d6-a007a11d3908,user2@tenant_09.com,admin,2025-01-21 16:00:00,2025-01-03 21:00:00
c6fa5786-6928-40d5-9645-362d54850687,829e3504-c072-4904-a0d6-a007a11d3908,user3@tenant_09.com,,2025-01-04 23:00:00,2025-01-08 04:00:00
eba3e98b-a864-48a5-bc72-851657577c65,829e3504-c072-4904-a0d6-a007a11d3908,user4@tenant_09.com,viewer,2025-01-23 20:00:00,2025-01-03 01:00:00
30e67bcd-208c-4e24-83ef-1e5d4b34a9ad,829e3504-c072-4904-a0d6-a007a11d3908,user5@tenant_09.com,,2025-01-16 04:00:00,2025-01-09 16:00:00
9ac64848-8cb6-4d76-bc8f-a11fbb7fb137,829e3504-c072-4904-a0d6-a007a11d3908,user6@tenant_09.com,admin,2025-01-21 22:00:00,2025-01-11 22:00:00
21abc781-2b52-4a87-a44d-af4d5b890942,829e3504-c072-4904-a0d6-a007a11d3908,user7@tenant_09.com,editor,2024-12-20 00:00:00,2025-01-01 04:00:00
7852afc2-5aea-4463-a819-f3f3f554bcff,829e3504-c072-4904-a0d6-a007a11d3908,user8@tenant_09.com,viewer,2024-12-21 12:00:00,2025-01-08 17:00:00
50086d79-f1ca-4e87-813d-44f8b2d0df9d,829e3504-c072-4904-a0d6-a007a11d3908,user9@tenant_09.com,admin,2025-01-24 00:00:00,2025-01-11 17:00:00
6a6bca5f-6a7f-4456-bdf7-5e178425d2fe,829e3504-c072-4904-a0d6-a007a11d3908,user10@tenant_09.com,editor,2025-01-15 08:00:00,2025-01-01 14:00:00
8c1d7ef7-c065-4a86-820d-5f0460e640e2,829e3504-c072-4904-a0d6-a007a11d3908,user11@tenant_09.com,admin,2025-01-16 17:00:00,2025-01-02 21:00:00
a8edba38-811f-4046-bb4d-b51193838df0,829e3504-c072-4904-a0d6-a007a11d3908,user12@tenant_09.com,admin,2025-01-14 08:00:00,2025-01-02 08:00:00
7fe40be2-1c43-401b-b76f-6a598bd306e5,6ef5407e-2678-4186-b9dd-1239bd0a447d,user1@tenant_10.com,editor,2024-12-29 23:00:00,2025-01-11 14:00:00
5e35de3e-1a4f-4f2f-aad0-4c85680064cd,6ef5407e-2678-4186-b9dd-1239bd0a447d,user2@tenant_10.com,,2025-01-08 02:00:00,2025-01-08 21:00:00
7fb49bed-2a88-409c-910c-a7aa7fb28056,6ef5407e-2678-4186-b9dd-1239bd0a447d,user3@tenant_10.com,viewer,2024-12-17 19:00:00,2025-01-11 20:00:00
f82dd06b-1fcf-43ce-ae68-461721617bd3,6ef5407e-2678-4186-b9dd-1239bd0a447d,user4@tenant_10.com,editor,2024-12-19 19:00:00,2025-01-03 10:00:00
e09ede2a-1ebf-4c65-ada5-f549b3c09ed9,6ef5407e-2678-4186-b9dd-1239bd0a447d,user5@tenant_10.com,viewer,2025-01-03 19:00:00,2025-01-10 04:00:00
8440671c-43ce-41ad-9030-ae89ae014e78,6ef5407e-2678-4186-b9dd-1239bd0a447d,user6@tenant_10.com,admin,2025-01-14 01:00:00,2025-01-08 08:00:00
cff50402-af9a-4ee8-905e-1484dec25b18,6ef5407e-2678-4186-b9dd-1239bd0a447d,user7@tenant_10.com,admin,2024-12-28 21:00:00,2025-01-08 09:00:00
766ef5cc-0457-455d-a5a8-7efc7173957d,6ef5407e-2678-4186-b9dd-1239bd0a447d,user8@tenant_10.com,viewer,2025-01-13 14:00:00,2025-01-08 03:00:00
1c1a1663-f51c-4753-ba5e-1711099560d4,6ef5407e-2678-4186-b9dd-1239bd0a447d,user9@tenant_10.com,editor,2025-01-03 02:00:00,2025-01-08 00:00:00
acf4275f-690a-4d3c-b044-f5099f1f5d20,06658d8b-95e5-4edd-b7b5-25004996753b,user1@tenant_11.com,,2024-12-19 16:00:00,2025-01-08 08:00:00
62e76d6e-7e92-4395-a55a-ee65bdef40fd,06658d8b-95e5-4edd-b7b5-25004996753b,user2@tenant_11.com,,2024-12-28 06:00:00,2025-01-02 18:00:00
b0004998-16b4-48ba-8245-6b550191f8f9,06658d8b-95e5-4edd-b7b5-25004996753b,user3@tenant_11.com,admin,2024-12-24 23:00:00,2025-01-09 08:00:00
34cf5a6e-426c-407a-bab2-1961e3e45cae,06658d8b-95e5-4edd-b7b5-25004996753b,user4@tenant_11.com,viewer,2024-12-23 19:00:00,2025-01-11 16:00:00
c80a5d97-7940-4fb8-90a2-657543e34318,06658d8b-95e5-4edd-b7b5-25004996753b,user5@tenant_11.com,viewer,2024-12-22 22:00:00,2025-01-06 07:00:00
2618c034-5e50-4d28-8835-830410b12c33,06658d8b-95e5-4edd-b7b5-25004996753b,user6@tenant_11.com,,2025-01-15 12:00:00,2025-01-01 05:00:00
99381f6d-7867-4759-931f-1557f8339e43,06658d8b-95e5-4edd-b7b5-25004996753b,user7@tenant_11.com,admin,2025-01-15 21:00:00,2025-01-08 12:00:00
8b48083f-750a-42f5-a576-2da1efbe2c3d,06658d8b-95e5-4edd-b7b5-25004996753b,user8@tenant_11.com,viewer,2024-12-24 13:00:00,2025-01-06 12:00:00
568b6ab7-8ba0-4d99-97f0-c72cb0dfa3de,06658d8b-95e5-4edd-b7b5-25004996753b,user9@tenant_11.com,viewer,2024-12-22 10:00:00,2025-01-01 10:00:00
e9c85f94-0bb2-4c20-bbd9-b7c9c4fd2aa0,06658d8b-95e5-4edd-b7b5-25004996753b,user10@tenant_11.com,viewer,2025-01-09 03:00:00,2025-01-04 22:00:00
19d35e7a-e2ac-499d-a6ae-b9a78cac81fe,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user1@tenant_12.com,viewer,2024-12-31 11:00:00,2025-01-02 12:00:00
74aa83b6-7684-444b-971e-469d6510aa4a,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user2@tenant_12.com,,2025-01-21 02:00:00,2025-01-06 13:00:00
c4960c61-9456-4ad6-969f-922deadb9850,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user3@tenant_12.com,viewer,2024-12-18 08:00:00,2025-01-02 01:00:00
9eaa9431-2457-44fa-9460-bcf5fe8a8604,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user4@tenant_12.com,viewer,2025-01-24 04:00:00,2025-01-04 08:00:00
f3d9f10f-e33c-4535-a0d3-afca5c02c2a9,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user5@tenant_12.com,,2025-01-16 10:00:00,2025-01-04 11:00:00
94443599-fa72-4a62-b2d8-89b452ebe8c8,d677493a-1aa0-4cd3-bed5-d69c529a2adb,user6@tenant_12.com,,2024-12-16 20:00:00,2025-01-07 17:00:00
8f2ac141-2e99-4ef9-81a9-0594ac0c3b41,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,user1@tenant_01.com,,2024-12-25 10:00:00,2025-01-03 15:00:00
6b4365ed-8d44-4f29-b38a-3ad1e53e58f3,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,,,2024-12-17 21:00:00,2025-01-02 17:00:00
83a89954-dfb0-4134-a533-74acaa9e0011,62561ae1-8e00-42c7-a4b6-1c28691e5f8d,user3@tenant_01.com,viewer,2025-01-05 22:00:00,2025-01-06 19:00:00
7ad49ffe-39ff-449f-a46b-42d4b911c326,2c0dfb4c-c826-4936-9ac1-ca9e935ea176,not-an-email,,2025-01-21 14:00:00,2025-01-02 02:00:00
